season,label,seed,school_ncaa,opp_seed,opp_ncaa
2015,0,16,Manhattan,16,Hampton
1985,0,8,Southern California,9,Illinois St.
1993,0,13,La.-Monroe,4,Iowa
1991,0,10,ETSU,7,Iowa
2004,0,8,Texas Tech,1,Saint Joseph's
2004,0,16,Liberty,1,Saint Joseph's
2004,0,4,Wake Forest,1,Saint Joseph's
2002,0,7,Oklahoma St.,10,Kent St.
2002,0,3,Pittsburgh,10,Kent St.
2002,0,2,Alabama,10,Kent St.
1995,0,5,Arizona,12,Miami (OH)
2003,0,2,Pittsburgh,3,Marquette
2003,0,1,Kentucky,3,Marquette
2003,0,14,Holy Cross,3,Marquette
2003,0,6,Missouri,3,Marquette
2008,0,11,Kentucky,6,Marquette
1994,0,15,Texas St.,2,Massachusetts
1994,0,6,Texas,3,Michigan
1994,0,10,Maryland,3,Michigan
2014,0,15,Wofford,2,Michigan
2014,0,7,Texas,2,Michigan
1994,0,14,Pepperdine,3,Michigan
2014,0,11,Tennessee,2,Michigan
2006,0,6,Oklahoma,11,Milwaukee
1997,0,16,Texas St.,1,Minnesota
1990,0,11,UTEP,6,Minnesota
1997,0,2,UCLA,1,Minnesota
1997,0,4,Clemson,1,Minnesota
1997,0,9,Temple,1,Minnesota
1990,0,2,Syracuse,6,Minnesota
1990,0,14,UNI,6,Minnesota
2001,0,14,Iona,3,Ole Miss
2001,0,6,Notre Dame,3,Ole Miss
1989,0,14,Creighton,3,Missouri
1989,0,11,Texas,3,Missouri
2003,0,11,Southern Ill.,6,Missouri
2006,0,16,Hampton,16,Monmouth
2006,0,5,Nevada,12,Montana
2009,0,16,Alabama St.,16,Morehead St.
1996,0,13,Princeton,5,Mississippi St.
1996,0,12,VCU,5,Mississippi St.
2005,0,8,Stanford,9,Mississippi St.
1996,0,2,Cincinnati,5,Mississippi St.
1996,0,1,UConn,5,Mississippi St.
2008,0,9,Oregon,8,Mississippi St.
2013,0,16,Liberty,16,N.C. A&T
2014,0,12,Xavier,12,NC State
2001,0,16,Winthrop,16,Northwestern St.
2010,0,3,Georgetown,14,Ohio
1988,0,8,Auburn,1,Oklahoma
1988,0,5,Louisville,1,Oklahoma
1988,0,6,Villanova,1,Oklahoma
1988,0,16,Chattanooga,1,Oklahoma
1988,0,1,Arizona,1,Oklahoma
1985,0,5,Louisiana Tech,1,Oklahoma
1985,0,9,Illinois St.,1,Oklahoma
2005,0,14,Niagara,3,Oklahoma
1985,0,16,N.C. A&T,1,Oklahoma
1994,0,13,New Mexico St.,4,Oklahoma St.
1999,0,8,Syracuse,9,Oklahoma St.
2004,0,7,Memphis,2,Oklahoma St.
2004,0,15,Eastern Wash.,2,Oklahoma St.
2004,0,1,Saint Joseph's,2,Oklahoma St.
2004,0,3,Pittsburgh,2,Oklahoma St.
2003,0,7,Indiana,2,Pittsburgh
2008,0,13,Oral Roberts,4,Pittsburgh
2011,0,16,UNC Asheville,1,Pittsburgh
2004,0,6,Wisconsin,3,Pittsburgh
2002,0,14,Central Conn. St.,3,Pittsburgh
2003,0,15,Wagner,2,Pittsburgh
2002,0,6,California,3,Pittsburgh
2004,0,14,UCF,3,Pittsburgh
1996,0,4,UCLA,13,Princeton
1998,0,11,Western Mich.,3,Stanford
2008,0,14,Cornell,3,Stanford
1998,0,2,Purdue,3,Stanford
1998,0,14,Col. of Charleston,3,Stanford
1998,0,8,Rhode Island,3,Stanford
2008,0,6,Marquette,3,Stanford
2014,0,14,Mercer,11,Tennessee
2010,0,11,San Diego St.,6,Tennessee
2014,0,6,Massachusetts,11,Tennessee
2010,0,14,Ohio,6,Tennessee
2014,0,11,Iowa,11,Tennessee
2010,0,2,Ohio St.,6,Tennessee
1994,0,5,UCLA,12,Tulsa
1997,0,12,Boston U.,5,Tulsa
2003,0,4,Dayton,13,Tulsa
1994,0,4,Oklahoma St.,12,Tulsa
1993,0,6,Kansas St.,11,Tulane
1997,0,7,Xavier,2,UCLA
2011,0,10,Michigan St.,7,UCLA
1997,0,15,Charleston So.,2,UCLA
2000,0,11,Ball St.,6,UCLA
2000,0,3,Maryland,6,UCLA
1997,0,6,Iowa St.,2,UCLA
1990,0,8,Houston,9,UC Santa Barbara
2011,0,16,Little Rock,16,UNC Asheville
2002,0,4,Southern California,13,UNCW
2007,0,10,Georgia Tech,7,UNLV
2007,0,2,Wisconsin,7,UNLV
1993,0,9,Pittsburgh,8,Utah
2000,0,9,Saint Louis,8,Utah
2005,0,11,UTEP,6,Utah
2003,0,8,Oregon,9,Utah
2005,0,3,Oklahoma,6,Utah
1992,0,1,Kansas,9,UTEP
1992,0,8,Evansville,9,UTEP
1998,0,12,Florida St.,13,Valparaiso
1998,0,4,Ole Miss,13,Valparaiso
1988,0,11,Arkansas,6,Villanova
2006,0,8,Arizona,1,Villanova
2006,0,16,Monmouth,1,Villanova
1988,0,2,Kentucky,6,Villanova
2006,0,4,Boston College,1,Villanova
1988,0,3,Illinois,6,Villanova
1986,0,7,Virginia Tech,10,Villanova
2004,0,13,VCU,4,Wake Forest
1993,0,12,Chattanooga,5,Wake Forest
1993,0,4,Iowa,5,Wake Forest
2004,0,12,Manhattan,4,Wake Forest
2015,0,2,Kansas,7,Wichita St.
2015,0,10,Indiana,7,Wichita St.
2014,0,16,Cal Poly,1,Wichita St.
2004,0,11,Utah,6,Boston College
1997,0,12,Valparaiso,5,Boston College
1994,0,5,California,12,Green Bay
2004,0,2,Oklahoma St.,3,Georgia Tech
2004,0,6,Boston College,3,Georgia Tech
2004,0,4,Kansas,3,Georgia Tech
2004,0,10,Nevada,3,Georgia Tech
2004,0,14,UNI,3,Georgia Tech
1993,0,5,New Mexico,12,George Washington
1993,0,13,Southern U.,12,George Washington
2003,0,10,Arizona St.,2,Kansas
2003,0,15,Utah St.,2,Kansas
1985,0,14,Ohio,3,Kansas
1996,0,10,Santa Clara,2,Kansas
2003,0,1,Arizona,2,Kansas
2004,0,13,Ill.-Chicago,4,Kansas
2007,0,16,Niagara,1,Kansas
2011,0,12,Richmond,1,Kansas
2007,0,4,Southern Ill.,1,Kansas
2007,0,8,Kentucky,1,Kansas
2004,0,9,UAB,4,Kansas
1996,0,15,South Carolina St.,2,Kansas
2003,0,3,Duke,2,Kansas
2004,0,12,Pacific,4,Kansas
2011,0,16,Boston U.,1,Kansas
1996,0,3,Arizona,2,Kansas
2011,0,9,Illinois,1,Kansas
2003,0,3,Marquette,2,Kansas
1989,0,8,La Salle,9,Louisiana Tech
1985,0,12,Miami (OH),5,Maryland
2009,0,7,California,10,Maryland
1985,0,13,Navy,5,Maryland
1986,0,12,Pepperdine,5,Maryland
1985,0,10,Oregon St.,7,Notre Dame
2003,0,12,Milwaukee,5,Notre Dame
2011,0,15,Akron,2,Notre Dame
2003,0,4,Illinois,5,Notre Dame
2007,0,9,Villanova,8,Kentucky
1997,0,16,Montana,1,Kentucky
2004,0,16,Florida A&M,1,Kentucky
2006,0,9,UAB,8,Kentucky
1997,0,2,Utah,1,Kentucky
1997,0,1,Minnesota,1,Kentucky
1998,0,10,Saint Louis,2,Kentucky
1998,0,3,Utah,2,Kentucky
1995,0,5,Arizona St.,1,Kentucky
1998,0,3,Stanford,2,Kentucky
1997,0,4,Saint Joseph's,1,Kentucky
1995,0,9,Tulane,1,Kentucky
1998,0,6,UCLA,2,Kentucky
1998,0,1,Duke,2,Kentucky
1998,0,15,South Carolina St.,2,Kentucky
1995,0,16,Mt. St. Mary's,1,Kentucky
1997,0,8,Iowa,1,Kentucky
2007,0,12,Illinois,5,Virginia Tech
1992,0,12,Stanford,5,Alabama
1990,0,10,Colorado St.,7,Alabama
1990,0,2,Arizona,7,Alabama
1999,0,13,Siena,4,Arkansas
2015,0,12,Wofford,5,Arkansas
1995,0,12,Ball St.,5,Arizona St.
1995,0,13,Manhattan,5,Arizona St.
2003,0,7,Memphis,10,Arizona St.
1986,0,4,UNLV,8,Auburn
1985,0,3,Kansas,11,Auburn
1986,0,1,St. John's (NY),8,Auburn
1985,0,6,Purdue,11,Auburn
1986,0,9,Arizona,8,Auburn
2014,0,11,Nebraska,6,Baylor
2014,0,3,Creighton,6,Baylor
2010,0,12,UTEP,5,Butler
2010,0,2,Kansas St.,5,Butler
2010,0,5,Michigan St.,5,Butler
2010,0,1,Syracuse,5,Butler
2010,0,13,Murray St.,5,Butler
2012,0,14,Iona,14,BYU
2010,0,10,Florida,7,BYU
1991,0,7,Virginia,10,BYU
2002,0,16,Boston U.,1,Cincinnati
2003,0,6,Creighton,11,Central Mich.
1999,0,14,Weber St.,6,Florida
1988,0,11,St. John's (NY),6,Florida
1999,0,11,Penn,6,Florida
2005,0,13,Ohio,4,Florida
2012,0,15,Norfolk St.,7,Florida
2001,0,14,Western Ky.,3,Florida
2012,0,3,Marquette,7,Florida
2012,0,10,Virginia,7,Florida
2011,0,2,Notre Dame,10,Florida St.
2011,0,7,Texas A&M,10,Florida St.
2006,0,3,North Carolina,11,George Mason
2006,0,1,UConn,11,George Mason
2006,0,7,Wichita St.,11,George Mason
2006,0,6,Michigan St.,11,George Mason
1993,0,11,Long Beach St.,6,Illinois
2003,0,13,Western Ky.,4,Illinois
2006,0,13,Air Force,4,Illinois
2011,0,8,UNLV,9,Illinois
2007,0,10,Gonzaga,7,Indiana
1995,0,10,Florida,7,Iowa St.
2005,0,8,Minnesota,9,Iowa St.
2013,0,7,Notre Dame,10,Iowa St.
1987,0,8,Georgia,9,Kansas St.
2010,0,15,North Texas,2,Kansas St.
2010,0,7,BYU,2,Kansas St.
2010,0,6,Xavier,2,Kansas St.
2013,0,13,Boise St.,13,La Salle
2013,0,4,Kansas St.,13,La Salle
2013,0,12,Ole Miss,13,La Salle
1990,0,3,Michigan,11,Loyola Marymount
1988,0,7,Wyoming,10,Loyola Marymount
1990,0,7,Alabama,11,Loyola Marymount
1990,0,6,New Mexico St.,11,Loyola Marymount
1986,0,8,Auburn,2,Louisville
2012,0,7,Florida,4,Louisville
2012,0,5,New Mexico,4,Louisville
1986,0,11,LSU,2,Louisville
1986,0,3,North Carolina,2,Louisville
1986,0,7,Bradley,2,Louisville
2012,0,13,Davidson,4,Louisville
1994,0,6,Minnesota,3,Louisville
1994,0,14,Boise St.,3,Louisville
2012,0,1,Michigan St.,4,Louisville
1986,0,15,Drexel,2,Louisville
1986,0,1,Duke,2,Louisville
1990,0,13,Idaho,4,Louisville
2000,0,13,Southeast Mo. St.,4,LSU
2000,0,5,Texas,4,LSU
1995,0,4,Oklahoma,13,Manhattan
2009,0,10,Maryland,2,Memphis
2009,0,15,CSUN,2,Memphis
2012,0,9,Saint Louis,1,Michigan St.
2001,0,11,Temple,1,Michigan St.
2001,0,12,Gonzaga,1,Michigan St.
2012,0,16,LIU Brooklyn,1,Michigan St.
2001,0,9,Fresno St.,1,Michigan St.
1991,0,12,Green Bay,5,Michigan St.
2001,0,16,Alabama St.,1,Michigan St.
1989,0,4,Florida St.,13,Middle Tenn.
2004,0,7,Michigan St.,10,Nevada
2004,0,2,Gonzaga,10,Nevada
2005,0,16,Alabama A&M,16,Oakland
2014,0,10,BYU,7,Oregon
2015,0,9,Oklahoma St.,8,Oregon
1992,0,16,Mississippi Val.,1,Ohio St.
1992,0,4,North Carolina,1,Ohio St.
1990,0,9,Providence,8,Ohio St.
2002,0,13,Davidson,4,Ohio St.
2013,0,6,Arizona,2,Ohio St.
1992,0,9,UConn,1,Ohio St.
2013,0,10,Iowa St.,2,Ohio St.
2013,0,15,Iona,2,Ohio St.
2015,0,7,VCU,10,Ohio St.
2004,0,5,Providence,12,Pacific
2001,0,10,Providence,7,Penn St.
2001,0,2,North Carolina,7,Penn St.
2000,0,3,Oklahoma,6,Purdue
2011,0,14,Saint Peter's,3,Purdue
1996,0,16,Western Caro.,1,Purdue
2009,0,4,Washington,5,Purdue
2009,0,12,UNI,5,Purdue
2000,0,10,Gonzaga,6,Purdue
2008,0,11,Baylor,6,Purdue
2000,0,11,Dayton,6,Purdue
1993,0,2,Arizona,15,Santa Clara
1996,0,7,Maryland,10,Santa Clara
2007,0,13,Holy Cross,4,Southern Ill.
2007,0,5,Virginia Tech,4,Southern Ill.
1986,0,16,Montana St.,1,St. John's (NY)
2000,0,15,Northern Ariz.,2,St. John's (NY)
1998,0,7,Massachusetts,10,Saint Louis
2012,0,8,Memphis,9,Saint Louis
1993,0,4,Georgia Tech,13,Southern U.
1996,0,5,Mississippi St.,4,Syracuse
1996,0,12,Drexel,4,Syracuse
1996,0,8,Georgia,4,Syracuse
1996,0,13,Montana St.,4,Syracuse
2010,0,16,Vermont,1,Syracuse
1998,0,4,New Mexico,5,Syracuse
1994,0,12,Green Bay,4,Syracuse
1996,0,2,Kansas,4,Syracuse
2010,0,8,Gonzaga,1,Syracuse
1994,0,13,Hawaii,4,Syracuse
1998,0,12,Iona,5,Syracuse
2001,0,6,Texas,11,Temple
1993,0,10,Missouri,7,Temple
1993,0,3,Vanderbilt,7,Temple
2001,0,3,Florida,11,Temple
2001,0,7,Penn St.,11,Temple
1993,0,15,Santa Clara,7,Temple
2000,0,12,Indiana St.,5,Texas
1986,0,11,Missouri,6,UAB
2004,0,8,Washington,9,UAB
2004,0,1,Kentucky,9,UAB
1996,0,9,Clemson,8,Georgia
1996,0,1,Purdue,8,Georgia
1995,0,6,Georgetown,2,North Carolina
2015,0,13,Harvard,4,North Carolina
1995,0,15,Murray St.,2,North Carolina
2005,0,5,Villanova,1,North Carolina
2015,0,5,Arkansas,4,North Carolina
2001,0,15,Princeton,2,North Carolina
1995,0,7,Iowa St.,2,North Carolina
1989,0,15,Southern U.,2,North Carolina
1986,0,6,UAB,3,North Carolina
1986,0,14,Utah,3,North Carolina
1985,0,11,Auburn,2,North Carolina
2005,0,16,Oakland,1,North Carolina
2005,0,5,Michigan St.,1,North Carolina
2005,0,9,Iowa St.,1,North Carolina
1985,0,7,Notre Dame,2,North Carolina
2005,0,6,Wisconsin,1,North Carolina
1988,0,3,Michigan,2,North Carolina
1988,0,15,North Texas,2,North Carolina
2006,0,14,Murray St.,3,North Carolina
1992,0,13,Miami (OH),4,North Carolina
2005,0,1,Illinois,1,North Carolina
1989,0,7,UCLA,2,North Carolina
1992,0,5,Alabama,4,North Carolina
1988,0,10,Loyola Marymount,2,North Carolina
1995,0,1,Kentucky,2,North Carolina
1985,0,15,Middle Tenn.,2,North Carolina
2012,0,12,Long Beach St.,5,New Mexico
1999,0,8,Missouri,9,New Mexico
1998,0,13,Butler,4,New Mexico
1989,0,6,Alabama,11,South Ala.
2008,0,4,UConn,13,San Diego
1989,0,1,Oklahoma,5,Virginia
1994,0,10,New Mexico,7,Virginia
1989,0,13,Middle Tenn.,5,Virginia
1989,0,12,Providence,5,Virginia
1993,0,6,Illinois,3,Vanderbilt
1993,0,14,Boise St.,3,Vanderbilt
2011,0,1,Kansas,11,VCU
2011,0,10,Florida St.,11,VCU
2007,0,6,Duke,11,VCU
2011,0,3,Purdue,11,VCU
2011,0,6,Georgetown,11,VCU
2011,0,11,Southern California,11,VCU
1995,0,3,Michigan St.,14,Weber St.
1999,0,3,North Carolina,14,Weber St.
2005,0,10,NC State,6,Wisconsin
2014,0,1,Arizona,2,Wisconsin
2014,0,15,American,2,Wisconsin
2005,0,11,UNI,6,Wisconsin
2014,0,6,Baylor,2,Wisconsin
2000,0,6,Purdue,8,Wisconsin
2000,0,4,LSU,8,Wisconsin
1994,0,8,Cincinnati,9,Wisconsin
2015,0,4,North Carolina,1,Wisconsin
2000,0,1,Arizona,8,Wisconsin
2005,0,14,Bucknell,6,Wisconsin
2015,0,2,Arizona,1,Wisconsin
2000,0,9,Fresno St.,8,Wisconsin
2015,0,8,Oregon,1,Wisconsin
2015,0,1,Kentucky,1,Wisconsin
2014,0,7,Oregon,2,Wisconsin
2015,0,16,Coastal Caro.,1,Wisconsin
2008,0,5,Drake,12,Western Ky.
2008,0,13,San Diego,12,Western Ky.
2008,0,10,Arizona,7,West Virginia
2008,0,2,Duke,7,West Virginia
1987,0,4,UCLA,12,Wyoming
2002,0,6,Gonzaga,11,Wyoming
1987,0,5,Virginia,12,Wyoming
2008,0,7,West Virginia,3,Xavier
2015,0,11,Ole Miss,6,Xavier
2008,0,6,Purdue,3,Xavier
2010,0,11,Minnesota,6,Xavier
2010,0,3,Pittsburgh,6,Xavier
2008,0,14,Georgia,3,Xavier
2002,0,10,Hawaii,7,Xavier
2015,0,14,Georgia St.,6,Xavier
2003,0,9,Gonzaga,1,Arizona
1994,0,7,Virginia,2,Arizona
2002,0,14,UC Santa Barbara,3,Arizona
2003,0,5,Notre Dame,1,Arizona
1988,0,5,Iowa,1,Arizona
1994,0,1,Missouri,2,Arizona
2014,0,4,San Diego St.,1,Arizona
1991,0,10,BYU,2,Arizona
1994,0,15,Loyola Maryland,2,Arizona
2013,0,11,Belmont,6,Arizona
1988,0,2,North Carolina,1,Arizona
2013,0,14,Harvard,6,Arizona
2014,0,16,Weber St.,1,Arizona
1991,0,15,Saint Francis (PA),2,Arizona
2000,0,16,Jackson St.,1,Arizona
1988,0,16,Cornell,1,Arizona
1996,0,14,Valparaiso,3,Arizona
2015,0,6,Xavier,2,Arizona
1988,0,8,Seton Hall,1,Arizona
2015,0,10,Ohio St.,2,Arizona
2014,0,8,Gonzaga,1,Arizona
2003,0,16,Vermont,1,Arizona
1996,0,6,Iowa,3,Arizona
2015,0,15,Texas Southern,2,Arizona
1990,0,15,South Fla.,2,Arizona
1994,0,3,Louisville,2,Arizona
2002,0,11,Wyoming,3,Arizona
1990,0,5,Oregon St.,12,Ball St.
1990,0,4,Louisville,12,Ball St.
1986,0,10,UTEP,7,Bradley
2005,0,3,Kansas,14,Bucknell
1997,0,10,Georgetown,7,Charlotte
1999,0,5,Iowa,1,UConn
2006,0,8,Kentucky,1,UConn
1999,0,1,Duke,1,UConn
1999,0,10,Gonzaga,1,UConn
1999,0,4,Ohio St.,1,UConn
2009,0,16,Chattanooga,1,UConn
2009,0,5,Purdue,1,UConn
2006,0,5,Washington,1,UConn
2006,0,16,Albany (NY),1,UConn
2005,0,15,UCF,2,UConn
1999,0,9,New Mexico,1,UConn
1999,0,16,UTSA,1,UConn
1992,0,8,Nebraska,9,UConn
2009,0,3,Missouri,1,UConn
2009,0,9,Texas A&M,1,UConn
2014,0,14,Louisiana,3,Creighton
1991,0,6,New Mexico St.,11,Creighton
1996,0,5,Memphis,12,Drexel
2008,0,15,Belmont,2,Duke
2003,0,11,Central Mich.,3,Duke
1998,0,8,Oklahoma St.,1,Duke
1998,0,16,Radford,1,Duke
1998,0,5,Syracuse,1,Duke
2003,0,14,Colorado St.,3,Duke
1992,0,3,Arizona,14,ETSU
2004,0,16,Lehigh,16,Florida A&M
2001,0,8,California,9,Fresno St.
2015,0,3,Baylor,14,Georgia St.
2001,0,13,Indiana St.,12,Gonzaga
2004,0,15,Valparaiso,2,Gonzaga
2003,0,8,Cincinnati,9,Gonzaga
1999,0,6,Florida,10,Gonzaga
2000,0,2,St. John's (NY),10,Gonzaga
2001,0,5,Virginia,12,Gonzaga
1999,0,7,Minnesota,10,Gonzaga
1999,0,2,Stanford,10,Gonzaga
2010,0,9,Florida St.,8,Gonzaga
2013,0,16,Southern U.,1,Gonzaga
2014,0,9,Oklahoma St.,8,Gonzaga
2000,0,7,Louisville,10,Gonzaga
1991,0,9,Vanderbilt,8,Georgetown
1995,0,14,Weber St.,6,Georgetown
1995,0,11,Xavier,6,Georgetown
1991,0,14,Pepperdine,3,Seton Hall
1988,0,9,UTEP,8,Seton Hall
1991,0,11,Creighton,3,Seton Hall
1991,0,2,Arizona,3,Seton Hall
2013,0,3,New Mexico,14,Harvard
2001,0,4,Oklahoma,13,Indiana St.
1988,0,12,Florida St.,5,Iowa
1987,0,15,Santa Clara,2,Iowa
1987,0,7,UTEP,2,Iowa
1997,0,9,Virginia,8,Iowa
1999,0,12,UAB,5,Iowa
1996,0,11,George Washington,6,Iowa
1987,0,6,Oklahoma,2,Iowa
1988,0,4,UNLV,5,Iowa
1999,0,4,Arkansas,5,Iowa
1997,0,5,Boston College,4,Saint Joseph's
1997,0,13,Pacific,4,Saint Joseph's
2012,0,14,BYU,3,Marquette
2012,0,6,Murray St.,3,Marquette
2009,0,11,Utah St.,6,Marquette
1992,0,2,Oklahoma St.,6,Michigan
1990,0,14,Illinois St.,3,Michigan
1993,0,1,Kentucky,1,Michigan
1988,0,14,Boise St.,3,Michigan
1989,0,1,Illinois,3,Michigan
1992,0,4,Cincinnati,6,Michigan
1993,0,12,George Washington,1,Michigan
1998,0,14,Davidson,3,Michigan
1992,0,1,Ohio St.,6,Michigan
1989,0,5,Virginia,3,Michigan
1988,0,6,Florida,3,Michigan
1993,0,16,Coastal Caro.,1,Michigan
1989,0,14,Xavier,3,Michigan
1993,0,7,Temple,1,Michigan
1993,0,9,UCLA,1,Michigan
1989,0,3,Seton Hall,3,Michigan
1989,0,11,South Ala.,3,Michigan
1989,0,2,North Carolina,3,Michigan
1992,0,11,Temple,6,Michigan
1985,0,16,Fairleigh Dickinson,1,Michigan
1992,0,14,ETSU,6,Michigan
1994,0,11,Southern Ill.,6,Minnesota
2013,0,5,Wisconsin,12,Ole Miss
2015,0,11,BYU,11,Ole Miss
2009,0,14,Cornell,3,Missouri
2002,0,8,UCLA,12,Missouri
1994,0,16,Navy,1,Missouri
2002,0,5,Miami (FL),12,Missouri
2009,0,6,Marquette,3,Missouri
1994,0,4,Syracuse,1,Missouri
1994,0,9,Wisconsin,1,Missouri
2009,0,2,Memphis,3,Missouri
2002,0,4,Ohio St.,12,Missouri
2011,0,4,Louisville,13,Morehead St.
2012,0,11,Colorado St.,6,Murray St.
2010,0,4,Vanderbilt,13,Murray St.
1985,0,4,LSU,13,Navy
2005,0,7,Charlotte,10,NC State
2005,0,2,UConn,10,NC State
2014,0,5,Oklahoma,12,North Dakota St.
2007,0,16,Florida A&M,16,Niagara
2012,0,2,Missouri,15,Norfolk St.
2002,0,3,Arizona,2,Oklahoma
2002,0,7,Xavier,2,Oklahoma
1987,0,11,Tulsa,6,Oklahoma
1989,0,16,ETSU,1,Oklahoma
1989,0,9,Louisiana Tech,1,Oklahoma
2002,0,12,Missouri,2,Oklahoma
1987,0,3,Pittsburgh,6,Oklahoma
2002,0,15,Ill.-Chicago,2,Oklahoma
2000,0,14,Winthrop,3,Oklahoma
1998,0,9,George Washington,8,Oklahoma St.
1992,0,10,Tulane,2,Oklahoma St.
1992,0,15,Ga. Southern,2,Oklahoma St.
1987,0,14,Marist,3,Pittsburgh
2010,0,14,Oakland,3,Pittsburgh
2007,0,14,Wright St.,3,Pittsburgh
2007,0,11,VCU,3,Pittsburgh
2011,0,5,Vanderbilt,12,Richmond
2011,0,13,Morehead St.,12,Richmond
2014,0,13,New Mexico St.,4,San Diego St.
2014,0,12,North Dakota St.,4,San Diego St.
1999,0,15,Alcorn,2,Stanford
1997,0,3,Wake Forest,6,Stanford
1997,0,11,Oklahoma,6,Stanford
2006,0,15,Winthrop,2,Tennessee
1995,0,8,BYU,9,Tulane
1992,0,7,St. John's (NY),10,Tulane
2008,0,8,BYU,9,Texas A&M
2009,0,8,BYU,9,Texas A&M
2002,0,1,Cincinnati,8,UCLA
2007,0,7,Indiana,2,UCLA
1989,0,10,Iowa St.,7,UCLA
2008,0,3,Xavier,1,UCLA
1998,0,11,Miami (FL),6,UCLA
2007,0,3,Pittsburgh,2,UCLA
1993,0,8,Iowa St.,9,UCLA
1998,0,3,Michigan,6,UCLA
2008,0,9,Texas A&M,1,UCLA
2008,0,16,Mississippi Val.,1,UCLA
2008,0,12,Western Ky.,1,UCLA
1987,0,13,Central Mich.,4,UCLA
2007,0,1,Kansas,2,UCLA
2002,0,9,Ole Miss,8,UCLA
2007,0,15,Weber St.,2,UCLA
1990,0,16,Little Rock,1,UNLV
1990,0,4,Georgia Tech,1,UNLV
1991,0,4,Utah,1,UNLV
1987,0,9,Kansas St.,1,UNLV
1990,0,3,Duke,1,UNLV
1990,0,8,Ohio St.,1,UNLV
1987,0,2,Iowa,1,UNLV
1991,0,8,Georgetown,1,UNLV
1990,0,11,Loyola Marymount,1,UNLV
1988,0,13,Missouri St.,4,UNLV
1987,0,16,Idaho St.,1,UNLV
1990,0,12,Ball St.,1,UNLV
1986,0,5,Maryland,4,UNLV
1986,0,13,La.-Monroe,4,UNLV
1987,0,12,Wyoming,1,UNLV
1991,0,3,Seton Hall,1,UNLV
1991,0,16,Montana,1,UNLV
1997,0,7,Charlotte,2,Utah
1991,0,5,Michigan St.,4,Utah
1997,0,15,Navy,2,Utah
1991,0,13,South Ala.,4,Utah
1997,0,6,Stanford,2,Utah
1987,0,10,Arizona,7,UTEP
1985,0,2,North Carolina,8,Villanova
1985,0,5,Maryland,8,Villanova
2005,0,12,New Mexico,5,Villanova
2005,0,4,Florida,5,Villanova
1985,0,1,Georgetown,8,Villanova
1985,0,9,Dayton,8,Villanova
1985,0,1,Michigan,8,Villanova
1985,0,2,Memphis,8,Villanova
1997,0,14,Saint Mary's (CA),3,Wake Forest
2006,0,12,Utah St.,5,Washington
2006,0,4,Illinois,5,Washington
2009,0,13,Mississippi St.,4,Washington
2013,0,8,Pittsburgh,9,Wichita St.
2013,0,13,La Salle,9,Wichita St.
2006,0,2,Tennessee,7,Wichita St.
2006,0,10,Seton Hall,7,Wichita St.
2013,0,1,Gonzaga,9,Wichita St.
2013,0,2,Ohio St.,9,Wichita St.
1994,1,9,Boston College,5,Indiana
2007,1,7,Boston College,10,Texas Tech
2001,1,3,Boston College,14,Southern Utah
1994,1,9,Boston College,8,Washington St.
1994,1,9,Boston College,1,North Carolina
1985,1,2,Georgia Tech,15,Mercer
1988,1,5,Georgia Tech,12,Iowa St.
2005,1,5,Georgia Tech,12,George Washington
1985,1,2,Georgia Tech,7,Syracuse
1985,1,2,Georgia Tech,3,Illinois
1994,1,10,George Washington,7,UAB
2006,1,8,George Washington,9,UNCW
2000,1,8,Kansas,9,DePaul
1990,1,2,Kansas,15,Robert Morris
2002,1,1,Maryland,2,UConn
2002,1,1,Maryland,4,Kentucky
2002,1,1,Maryland,5,Indiana
2002,1,1,Maryland,8,Wisconsin
2002,1,1,Maryland,16,Siena
2002,1,1,Maryland,1,Kansas
2008,1,5,Notre Dame,12,George Mason
1989,1,9,Notre Dame,8,Vanderbilt
1987,1,5,Notre Dame,4,TCU
1987,1,5,Notre Dame,12,Middle Tenn.
2002,1,4,Kentucky,12,Tulsa
2011,1,4,Kentucky,5,West Virginia
2002,1,4,Kentucky,13,Valparaiso
2001,1,2,Kentucky,7,Iowa
1992,1,2,Kentucky,10,Iowa St.
2001,1,2,Kentucky,15,Holy Cross
2010,1,1,Kentucky,12,Cornell
2010,1,1,Kentucky,9,Wake Forest
2011,1,4,Kentucky,2,North Carolina
1992,1,2,Kentucky,3,Massachusetts
2011,1,4,Kentucky,13,Princeton
2011,1,4,Kentucky,1,Ohio St.
2010,1,1,Kentucky,16,ETSU
1992,1,2,Kentucky,15,Old Dominion
1995,1,5,Alabama,12,Penn
1996,1,12,Arkansas,4,Marquette
2008,1,9,Arkansas,8,Indiana
1993,1,4,Arkansas,13,Holy Cross
1993,1,4,Arkansas,5,St. John's (NY)
1996,1,12,Arkansas,5,Penn St.
2003,1,10,Auburn,2,Wake Forest
2003,1,10,Auburn,7,Saint Joseph's
2008,1,7,Butler,10,South Ala.
2003,1,12,Butler,5,Mississippi St.
2013,1,6,Butler,11,Bucknell
2003,1,12,Butler,4,Louisville
1990,1,9,California,8,Indiana
1997,1,5,California,12,Princeton
1997,1,5,California,4,Villanova
2003,1,8,California,9,NC State
2013,1,12,California,5,UNLV
1993,1,2,Cincinnati,6,Virginia
2004,1,4,Cincinnati,13,ETSU
2012,1,6,Cincinnati,3,Florida St.
